ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALIDTO,AREA_SQKM
Shay Bench,ET110304,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,553.6404419
Semen Bench,ET110305,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,269.4447937
Gidi Bench,ET110306,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,122.1842194
Mizan Aman town,ET110307,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,24.37957382
Size town,ET110308,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,6.457546234
Tocha,ET110401,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,529.1558228
Mareka,ET110402,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,182.584549
Loma,ET110403,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,424.3575745
Gena,ET110404,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,396.3493042
Isara,ET110405,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1077.533203
Kachi,ET110406,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,215.7406769
Tercha Zuriya,ET110407,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,98.12908936
Mari Mansa,ET110408,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,181.377533
Disa,ET110409,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,745.7919922
Zabagazo,ET110410,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,512.9390869
Tercha town,ET110411,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.066498756
Gesa town,ET110412,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.316414595
Gachit,ET110501,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,521.4472046
Menit Goldiye,ET110502,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1162.246094
Gori Gesha,ET110503,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1321.856689
Menit Shasha,ET110504,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1601.844971
Bero,ET110505,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,594.4431763
Surma,ET110506,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4960.852051
Maji,ET110507,Mirab Omo,ET1105,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,4658.362793
Konta,ET110601,Konta Special,ET1106,South West Ethiopia,ET11,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2353.526855
Akobo,ET120101,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2141.209229
Lare,ET120102,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,568.3734131
Jikawo,ET120103,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,662.6461182
Wantawo,ET120104,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,941.6494751
Makuey,ET120105,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,409.1671143
Gambela National Park,ET120200,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,471.8688965
Abobo,ET120201,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3141.129883
Gambela Zuria,ET120202,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3286.770996
Gog,ET120203,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3236.765625
Jore,ET120204,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,3320.503906
Dima (GM),ET120205,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,8525.022461
Gambela town,ET120206,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,15.49728966
Godere,ET120301,Majang,ET1203,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,653.9678955
Mengesh,ET120308,Majang,ET1203,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1672.151489
Itang,ET120407,Itang Special woreda,ET1204,Gambela,ET12,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2198.876709
Sofi,ET130101,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,131.455368
Shenkor,ET130102,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,27.13910866
Jinela,ET130103,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,19.05448532
Hakim,ET130104,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,41.65856171
Erer (HR),ET130105,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,98.83110046
Dire Teyara,ET130106,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,11.36236572
Amir Nur,ET130107,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,11.8513689
Aboker,ET130108,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,10.21978664
Abadir,ET130109,Harari,ET1301,Harari,ET13,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,19.20379257
Akaki Kality,ET140101,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,125.9244919
Nifas Silk Lafto,ET140102,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,51.30828857
Kolfe Keraniyo,ET140103,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,51.12091446
Bole,ET140104,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,65.60419464
Lideta,ET140105,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,15.0207119
Kirkos,ET140106,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,14.77097034
Yeka,ET140107,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,58.35354614
Addis Ketema,ET140108,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,21.12930107
Arada,ET140109,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,9.935319901
Gulele,ET140110,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,37.13067245
Lemi Kura,ET140111,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,89.32795715
Sabian,ET150103,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,19.72674179
Malka Jabti /M.Jebdu),ET150104,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,22.00255966
Legehare,ET150105,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,0.720994711
Addis Ketema (DD),ET150109,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,11.03550816
Gende Kore,ET150110,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,0.73436445
Dechatu,ET150111,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.338396549
Hafat Issa,ET150112,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,0.379420727
Kazira,ET150113,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,12.81528473
Police Maret,ET150114,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,8.893231392
Aseliso,ET150201,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,102.5516129
Jeldessa,ET150206,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,339.9361877
Wahil,ET150207,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,183.1676025
Biyoawale,ET150208,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,350.0155334
Shebe Dino,ET160001,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,165.6314392
Hawassa Zuria,ET160002,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,293.735321
Arbegona,ET160003,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,227.1093597
Dale,ET160004,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,287.567627
Aleta Wendo,ET160005,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,197.4020233
Dara,ET160006,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,147.9666595
Hulla,ET160007,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,161.7555084
Bensa,ET160008,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,335.7990112
Aroresa,ET160009,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,407.0543213
Boricha,ET160010,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,110.6515884
Gorche,ET160011,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,169.6693878
Malga,ET160012,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,179.1620941
Wonosho,ET160013,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,143.8161316
Chire,ET160014,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,165.0316772
Bursa,ET160015,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,159.6396332
Aleta Chuko,ET160016,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,288.8644714
Bona Zuria,ET160017,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,200.7781219
Hawasa town,ET160018,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,166.9203644
Wondo-Genet,ET160019,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,205.0545654
Yirgalem town,ET160020,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,13.67318344
Aleta Wondo town,ET160021,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,5.247563362
Leku town,ET160022,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.692702293
Hawela,ET160023,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,94.33110046
Bura,ET160024,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,102.1771927
Dara Otilicho,ET160025,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,114.8920593
Teticha,ET160026,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,127.314209
Chirone,ET160027,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,72.4043808
Shafamo,ET160028,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,115.9817352
Chabe Gambeltu,ET160029,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,123.0272751
Daye town,ET160030,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,2.569186449
Hokko,ET160031,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,350.0467529
Bilate Zuria,ET160032,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,271.8337097
Darara,ET160033,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,275.7263794
Daella,ET160034,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,154.3955383
Chuko town,ET160035,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,1.975514412
Wondo-Genet town,ET160036,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,0.715764582
Loka Abaya,ET160037,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,2021-12-09 00:00:00,2021-12-14 00:00:00,,848.0101929
